y2_hhid,dist_road,dist_popcenter,dist_admarc,dist_auction,dist_boma,dist_borderpost,dist_agmrkt,popdensity,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,fsrad3_agpct,fsrad3_lcmaj,ssa_aez09,srtm_1k,twi_mwi,srtm_mwi_5_15,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2012_tot,h2012_wetQ,h2012_wetQstart,h2013_tot,h2013_wetQ,h2013_wetQstart,eviarea_avg,grn_avg,sen_avg,evimax_avg,h2012_eviarea,h2012_grn,h2012_sen,h2012_evimax,h2013_eviarea,h2013_grn,h2013_sen,h2013_evimax,LAT_DD_MOD,LON_DD_MOD,distY1Y2
0011-004,0,2,3,168,2,29,2,300-400,251,255,1152,310,678,60,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,490,19,Mid-altitude Plains,Water,Water,Water,Water,Water,Water,Water,1089,777,18,881,588,19,1220,766,15,55.74833333333333,158,240,.5002666666666667,59.73,139,247,.4911,70.73,140,224,.4836,-9.967245,33.908173,69.61
0012-001,5,69,6,213,11,16,11,50-100,213,219,1275,248,687,18,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1210,15,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1065,765,17,988,675,16,1111,805,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0012-003,7,90,3,233,20,17,20,50-100,209,214,1331,254,701,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-cool/subhumid,1320,14,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1050,750,17,973,662,16,1043,754,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.52838,33.21675,21.46
0012-010,1,68,1,207,10,16,10,50-100,212,217,1180,231,669,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1250,16,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1052,756,17,982,678,16,1055,770,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.758098,33.352994,6.99
0013-001,0,78,9,213,0,6,0,3000-5000,211,218,1079,219,656,20,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)",Tropic-cool/subhumid,1270,13,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1039,756,17,994,705,16,1007,733,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.688122999999999,33.282754,23.14
0014-001,3,70,4,212,9,15,9,50-100,214,219,1250,244,679,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1210,13,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1060,763,18,990,683,16,1085,788,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0015-001,10,92,5,236,23,20,23,50-100,211,216,1381,263,708,39,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1270,13,Mid-altitude Plateaus,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1051,746,17,965,653,16,1032,742,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0016-001,6,71,7,214,11,16,11,50-100,213,219,1304,252,691,41,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1210,12,Mid-altitude Plateaus,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1064,764,17,987,675,16,1112,805,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0016-002,4,5,5,5,5,73,5,>5000,197,215,865,223,599,0,Artificial surfaces and associated areas(Urban areas>50%),Tropic-warm/semiarid,1110,14,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,818,626,16,867,614,19,886,707,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.994993,33.814167,486.55
0017-001,6,93,2,235,22,17,22,50-100,211,216,1307,251,692,31,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1270,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,749,17,983,668,16,1025,741,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0018-001,6,71,7,214,11,16,11,50-100,213,219,1304,252,691,41,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1210,12,Mid-altitude Plateaus,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1064,764,17,987,675,16,1112,805,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0019-001,10,91,5,236,23,19,23,50-100,211,216,1381,263,708,24,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-cool/subhumid,1270,13,High-altitude Plains,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1050,746,17,967,654,16,1032,743,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0020-001,3,70,4,212,9,14,9,50-100,213,218,1222,238,675,49,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1220,14,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1059,762,18,990,684,16,1081,785,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0021-001,7,93,2,235,22,18,22,50-100,211,216,1327,254,697,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1280,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,748,17,979,664,16,1026,741,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0022-001,3,69,4,211,11,16,11,50-100,213,218,1251,244,682,31,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1220,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1063,764,17,989,679,16,1096,796,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0023-001,10,92,5,236,23,20,23,50-100,211,216,1381,263,708,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1270,13,Mid-altitude Plateaus,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1050,746,17,967,654,16,1031,742,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0024-001,3,67,3,205,11,17,11,50-100,211,216,1167,228,666,47,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1260,16,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1049,752,17,976,673,16,1045,765,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.728369000000001,33.371926,8.94
0025-001,8,93,3,236,23,19,23,50-100,211,216,1348,258,701,41,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1280,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1048,747,17,974,659,16,1027,741,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0026-001,6,70,7,214,11,16,11,50-100,213,219,1285,249,688,41,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1200,12,Mid-altitude Plateaus,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1064,764,17,988,675,16,1111,805,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0027-001,10,92,5,236,23,20,23,50-100,211,216,1381,263,708,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1270,13,Mid-altitude Plateaus,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1051,746,17,967,654,16,1031,742,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0028-001,6,70,7,214,11,16,11,100-200,213,219,1285,249,688,31,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1200,11,Mid-altitude Mountains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1065,764,17,988,675,16,1113,806,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0029-001,10,92,5,236,23,20,23,50-100,211,216,1381,263,708,39,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1270,14,Mid-altitude Plateaus,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1051,746,17,966,653,16,1032,742,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0030-001,3,70,4,212,9,15,9,50-100,214,219,1263,246,681,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1200,13,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1060,763,18,989,683,16,1085,788,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0031-001,9,92,4,236,23,19,23,50-100,212,217,1374,263,706,37,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1260,14,High-altitude Plains,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1049,746,17,970,656,16,1029,741,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.50446,33.2302,
0032-001,6,70,7,214,11,16,11,100-200,213,219,1285,249,688,31,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1200,11,Mid-altitude Mountains,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1065,764,17,988,675,16,1113,806,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.667920000000001,33.3937,
0033-001,0,62,15,193,21,26,21,50-100,207,213,1157,229,669,37,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1330,15,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1041,734,17,941,645,16,1017,751,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0034-001,0,78,9,213,1,6,1,500-1000,212,219,1078,218,652,37,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1270,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1037,754,17,992,701,16,1006,733,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.686266,33.239743,25.78
0035-001,4,63,11,198,17,23,17,50-100,209,215,1174,232,670,20,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1280,13,High-altitude Plains,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1039,739,17,951,654,16,1012,747,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0036-001,0,59,11,189,25,23,25,100-200,203,209,1187,234,681,47,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1390,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,736,18,932,642,16,1035,764,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0037-001,1,64,13,196,18,24,18,50-100,208,214,1144,226,665,43,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1310,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1038,735,17,949,650,16,1009,745,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0038-001,0,58,11,189,26,23,26,100-200,203,209,1192,235,681,53,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1380,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,736,18,932,642,16,1036,764,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0039-001,0,62,15,193,21,26,21,50-100,207,213,1165,230,670,20,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1320,15,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1043,735,17,940,645,16,1020,753,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0040-001,2,59,10,188,26,22,26,100-200,202,209,1184,233,681,39,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1430,13,Mid-altitude Mountains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1048,737,18,930,640,16,1034,763,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0041-001,5,62,10,199,17,23,17,50-100,210,216,1180,233,671,4,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1260,15,High-altitude Plains,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1040,741,17,952,654,16,1014,748,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0042-001,1,58,11,188,26,22,26,100-200,201,208,1194,235,684,55,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1420,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1048,737,18,931,641,16,1037,765,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0043-001,1,61,15,193,21,26,21,50-100,207,213,1165,230,670,18,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1320,16,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1043,735,17,940,645,16,1021,754,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0044-001,0,58,11,189,26,23,26,100-200,203,209,1192,235,681,53,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1380,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,736,18,932,642,16,1036,764,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0045-001,2,63,12,197,17,23,17,50-100,209,215,1162,229,667,26,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1290,14,High-altitude Plains,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1039,737,17,950,652,16,1011,746,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0046-001,0,58,11,188,26,23,26,100-200,203,209,1192,235,681,53,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1380,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,736,18,932,642,16,1036,764,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0047-001,1,64,14,195,19,24,19,50-100,208,214,1144,226,665,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1320,14,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1038,734,17,947,648,16,1009,745,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0048-001,1,60,11,189,25,23,25,100-200,203,210,1180,233,679,55,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1390,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,737,18,932,641,16,1032,762,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0049-001,1,61,15,193,21,26,21,50-100,207,213,1165,230,670,18,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1320,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1043,735,17,940,646,16,1021,754,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0050-001,1,59,11,189,25,23,25,100-200,203,209,1187,234,681,57,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1390,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,737,18,931,641,16,1033,763,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0051-001,5,62,10,198,17,23,17,50-100,210,216,1178,232,670,8,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1270,14,High-altitude Plains,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1040,740,17,950,654,16,1013,748,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0052-001,0,58,11,189,26,23,26,100-200,203,209,1192,235,681,53,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1380,12,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,736,18,932,642,16,1036,764,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0053-002,2,62,14,194,20,26,20,50-100,208,215,1169,231,670,16,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1290,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1042,737,17,943,648,16,1019,752,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0054-001,1,59,11,189,25,23,25,100-200,203,209,1187,234,681,51,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1390,14,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,737,18,932,641,16,1033,762,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0054-003,2,2,20,2,2,95,2,2000-3000,181,204,1192,220,623,10,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1330,13,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,995,665,18,959,544,19,896,674,17,52.5675,165,243,.4503833333333334,63.02,133,250,.4572,45.1,196,255,.4596,-11.44154,34.036984,187.76
0055-001,4,63,11,198,17,23,17,50-100,209,215,1174,232,670,18,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1280,15,High-altitude Plains,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1040,739,17,950,653,16,1013,748,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
0056-001,0,59,11,189,25,23,25,100-200,203,209,1187,234,681,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/subhumid,1390,14,Mid-altitude Plateaus,Moderate Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1047,736,18,932,642,16,1035,764,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.89498,33.381,
0057-001,4,62,11,198,17,23,17,50-100,210,216,1178,232,670,16,Open(15-40%)broadleaved decidious forest/woodland(<5m),Tropic-cool/subhumid,1270,13,High-altitude Plains,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,1040,739,17,950,653,16,1014,748,17,62.6025,151,240,.4909416666666668,69.34,125,235,.4827,78.65000000000001,129,242,.4903,-9.809979999999999,33.3873,
