case_id,hhid,fs_e01,fs_e02,fs_e02_oth,fs_e03,fs_e04a,fs_e04b,fs_e04c,fs_e04d,fs_e04e,fs_e04f,fs_e04g,fs_e04h,fs_e04i,fs_e04j,fs_e04k,fs_e05a,fs_e05b,fs_e06a,fs_e06b,fs_e06c,fs_e06d,fs_e06e,fs_e06f,fs_e06g,fs_e06h,fs_e06i,fs_e06j,fs_e07a,fs_e07b,fs_e08a,fs_e08b,fs_e08c,fs_e08d,fs_e08e,fs_e08f,fs_e08g,fs_e08h,fs_e08i,fs_e08j,fs_e08k,fs_e08l,fs_e09,fs_e10,fs_e11a,fs_e11b,fs_e11c,fs_e11d,fs_e11e,fs_e11f,fs_e11g,fs_e11h,fs_e11i,fs_e11j,fs_e12,fs_e13a,fs_e13b,Fish_SpeciesID
309037320145,f4c360a70cf94e36992ea6b95dafeddf,yes,mlamba,,8,7,DOZEN / BUNDLE,,fresh,,no,,,,,,56,,56,DOZEN / BUNDLE,,fresh,,56,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,40,DOZEN / BUNDLE,,fresh,,3000,0,DOZEN / BUNDLE,,fresh,,0,8,no,16,DOZEN / BUNDLE,,fresh,,0,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
310017360274,162acaab50714710968e18ba60d29705,yes,makakani,,4,200,OTHER (SPECIFY),buckets,fresh,,no,,,,,,800,,800,OTHER (SPECIFY),buckets,fresh,,800,OTHER (SPECIFY),buckets,fresh,,"YES, THE FIGURES MATCHED",,50,OTHER (SPECIFY),bucket,fresh,,5000,0,OTHER (SPECIFY),bucket,fresh,,5000,4,no,20,piece,,fresh,,20,piece,,fresh,,1/2,"YES, THE FIGURES MATCHED",,
310077550132,eae7ed540374429c86b201f812121926,yes,makakani,,6,5,DOZEN / BUNDLE,,fresh,,no,,,,,,30,,30,DOZEN / BUNDLE,,fresh,,30,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,4,DOZEN / BUNDLE,,fresh,,3000,24,DOZEN / BUNDLE,,fresh,,3000,6,yes,1,DOZEN / BUNDLE,,fresh,,1,DOZEN / BUNDLE,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
310077550132,eae7ed540374429c86b201f812121926,yes,mlamba,,6,10,piece,,fresh,,no,,,,,,60,,60,piece,,fresh,,60,piece,,fresh,,"YES, THE FIGURES MATCHED",,8,piece,,fresh,,100,48,piece,,fresh,,800,6,yes,2,piece,,fresh,,12,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
310077550352,172e48fd0bfb4a63918d58fad28215fd,yes,makakani,,3,5,DOZEN / BUNDLE,,fresh,,no,,,,,,5,,10,DOZEN / BUNDLE,,fresh,,10,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,3,DOZEN / BUNDLE,,fresh,,15000,2,SMALL BASKET,,fresh,,5000,1,no,15,LARGE BASKET,,fresh,,15,LARGE BASKET,,fresh,,1/2,"YES, THE FIGURES MATCHED",,
311047620222,59af2959373a49688125879137dc025b,yes,mlamba,,4,150,piece,,SUN-DRIED,,no,,,,,,600,,600,piece,,SUN-DRIED,,600,piece,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,120,piece,,SUN-DRIED,,200,1200,piece,,SUN-DRIED,,200,4,yes,20,piece,,SUN-DRIED,,5,piece,,SUN-DRIED,,1/4,"YES, THE FIGURES MATCHED",,
311047660049,560b4e33c23942f68dd09fdc7b38cfa4,yes,mlamba,,4,1,LARGE BASKET,,fresh,,no,,,,,,4,,4,LARGE BASKET,,fresh,,4,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,1,LARGE BASKET,,fresh,,6000,4,LARGE BASKET,,fresh,,24000,4,yes,1,5 KG BAG,,fresh,,1,5 KG BAG,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
311047660204,4861d8dd61ff411b8ffb7659ec704227,yes,makakani,,12,2,SMALL BASKET,,fresh,,no,,,,,,24,,24,SMALL BASKET,,fresh,,24,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,2,SMALL BASKET,,fresh,,3000,24,SMALL BASKET,,fresh,,3000,12,yes,1,SMALL BASKET,,fresh,,12,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311047670007,fc0c6c2029ba4946904eeb0f511725eb,yes,makakani,,4,400,piece,,fresh,,no,,,,,,6400,,6400,piece,,fresh,,5000,piece,,fresh,,"YES, THE FIGURES MATCHED",,30,piece,,fresh,,100,40,piece,,fresh,,50,4,yes,10,piece,,fresh,,10,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311047680199,742c8b9196d14efba5a985ee1efeb29e,yes,chambo,,16,5,SMALL BASKET,,fresh,,no,,,,,,80,,80,SMALL BASKET,,fresh,,80,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,3,SMALL BASKET,,fresh,,1000,50,SMALL BASKET,,fresh,,2500,16,yes,30,SMALL BASKET,,fresh,,3,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311047680199,742c8b9196d14efba5a985ee1efeb29e,yes,mlamba,,4,100,piece,,fresh,,no,,,,,,300,,300,piece,,fresh,,300,piece,,fresh,,"YES, THE FIGURES MATCHED",,200,piece,,fresh,,300,150,piece,,fresh,,400,16,yes,100,piece,,fresh,,100,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311047680229,2269acdf7ce34832985d1e67590ac420,yes,chambo,,16,1,SMALL BASKET,,fresh,,no,,,,,,16,,16,SMALL BASKET,,fresh,,16,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,1,SMALL BASKET,,fresh,,6000,12,SMALL BASKET,,fresh,,6000,16,yes,1,SMALL BASKET,,fresh,,4,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311047680229,2269acdf7ce34832985d1e67590ac420,yes,mlamba,,16,100,piece,,fresh,,no,,,,,,1600,,1600,piece,,fresh,,1600,piece,,fresh,,"YES, THE FIGURES MATCHED",,90,piece,,fresh,,300,20,piece,,fresh,,500,16,yes,10,piece,,fresh,,160,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311057710308,4658ff81394f4c798120107d9b2bfde2,yes,makakani,.,0,0,DOZEN / BUNDLE,,smoked,,yes,1,LARGE BASKET,,smoked,,1,1,0,DOZEN / BUNDLE,,smoked,,0,SMALL BASKET,,smoked,,"YES, THE FIGURES MATCHED",,15,SMALL BASKET,,smoked,,3000,5,SMALL BASKET,,smoked,,2000,2,yes,1,DOZEN / BUNDLE,,smoked,,0,DOZEN / BUNDLE,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
311057710308,4658ff81394f4c798120107d9b2bfde2,yes,mlamba,.,3,0,DOZEN / BUNDLE,,smoked,,yes,2,SMALL BASKET,,smoked,,2,0,0,DOZEN / BUNDLE,,smoked,,0,DOZEN / BUNDLE,,smoked,,"YES, THE FIGURES MATCHED",,2,SMALL BASKET,,smoked,,5000,0,DOZEN / BUNDLE,,smoked,,1000,3,yes,1,DOZEN / BUNDLE,,smoked,,1,DOZEN / BUNDLE,,smoked,,1/4,"YES, THE FIGURES MATCHED",,
311067720146,b8d409cb3ee24381ba71da61af33e207,yes,chambo,,8,3,SMALL BASKET,,fresh,,no,,,,,,24,,24,SMALL BASKET,,fresh,,24,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,3,SMALL BASKET,,fresh,,4000,24,SMALL BASKET,,fresh,,4000,8,yes,10,piece,,fresh,,10,piece,,fresh,,ALMOST NONE,"YES, THE FIGURES MATCHED",,
311067740059,e1748feaa90e4f07b7e37d87d03cf617,yes,makakani,,8,1,LARGE BASKET,,fresh,,no,,,,,,8,,0,LARGE BASKET,,fresh,,8,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,20000,LARGE BASKET,,fresh,,30000,1,LARGE BASKET,,fresh,,20000,4,yes,1,SMALL BASKET,,fresh,,8,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311067740080,781c700f8e414a31852de87685434cd7,yes,makakani,,12,5,LARGE BASKET,,fresh,,no,,,,,,15,,45,LARGE BASKET,,fresh,,45,LARGE BASKET,,fresh,,"YES, THE FIGURES MATCHED",,50000,LARGE BASKET,,fresh,,10000,45,LARGE BASKET,,fresh,,10000,12,yes,1,SMALL BASKET,,fresh,,1,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311067740080,781c700f8e414a31852de87685434cd7,yes,mlamba,,8,6,SMALL BASKET,,fresh,,no,,,,,,40,,40,SMALL BASKET,,fresh,,40,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,2000,SMALL BASKET,,fresh,,2000,40,SMALL BASKET,,fresh,,2000,8,yes,1,SMALL BASKET,,fresh,,1,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311067750056,8452d6e2e58d4ef38043d23768dfeb15,yes,makakani,,3,0,LARGE BASKET,,fresh,,no,,,,,,6000,,2000,LARGE BASKET,,fresh,,1,SMALL BASKET,,fresh,,"YES, THE FIGURES MATCHED",,7000,LARGE BASKET,,fresh,,7000,2500,SMALL BASKET,,fresh,,3500,3,no,1,5 KG BAG,,fresh,,2,SMALL BASKET,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
311077770214,53d9ca6b84f141adb29292582dbf95f0,yes,makakani,,4,1,SMALL BASKET,,fresh,,no,,,,,,150,,7500,piece,,fresh,,7500,piece,,fresh,,"YES, THE FIGURES MATCHED",,7500,piece,,fresh,,4000,0,piece,,fresh,,0,7500,yes,50,piece,,fresh,,100,piece,,fresh,,1/4,"YES, THE FIGURES MATCHED",,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,yes,matemba,,10,10,10 KG BAG,,SUN-DRIED,,no,,,,,,0,,0,10 KG BAG,,SUN-DRIED,,10,10 KG BAG,,SUN-DRIED,,"YES, THE FIGURES MATCHED",,10,10 KG BAG,,SUN-DRIED,,7000,0,10 KG BAG,,SUN-DRIED,,0,0,no,0,OTHER (SPECIFY),None,OTHER (SPECIFY),None,0,OTHER (SPECIFY),,OTHER (SPECIFY),None,ALMOST NONE,"YES, THE FIGURES MATCHED",,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,yes,mlamba,,7,7,DOZEN / BUNDLE,,fresh,,no,,,,,,0,,7,DOZEN / BUNDLE,,fresh,,7,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,6,DOZEN / BUNDLE,,fresh,,12000,0,DOZEN / BUNDLE,,fresh,,0,0,no,1,DOZEN / BUNDLE,,fresh,,0,DOZEN / BUNDLE,,fresh,,1/2,"YES, THE FIGURES MATCHED",,
312048040183,5b85b6dcf076416e94caca4e2f8cfdb3,yes,makumba,,1,4,DOZEN / BUNDLE,,fresh,,no,,,,,,0,,4,DOZEN / BUNDLE,,fresh,,4,DOZEN / BUNDLE,,fresh,,"YES, THE FIGURES MATCHED",,4,DOZEN / BUNDLE,,fresh,,6000,0,DOZEN / BUNDLE,,fresh,,0,0,no,1,DOZEN / BUNDLE,,fresh,,0,DOZEN / BUNDLE,,fresh,,1/2,"YES, THE FIGURES MATCHED",,
