case_id,hhid,crop_code,ag_h0b_oth,ag_h01a,ag_h01b,ag_h01b_oth,ag_h02,ag_h03,ag_h04,ag_h06a,ag_h06b,ag_h07a,ag_h07b,ag_h07b_oth,ag_h08,ag_h08_oth,ag_h09,ag_h10,ag_h11,ag_h12,ag_h13,ag_h14a,ag_h14b,ag_h37,ag_h38a,ag_h38b,ag_h38b_oth,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_oth,ag_h43
101011020189,c3b650214aa84f82ac7a40d2be1ad16b,TOBACCO: BURLEY,,600,gram,,"YES, THE FIGURES MATCHED",no,yes,1,,600,kilogram,,On Foot,,0,4500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer
101011020189,c3b650214aa84f82ac7a40d2be1ad16b,beans,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
101011020189,c3b650214aa84f82ac7a40d2be1ad16b,sunflower,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
101011020200,bd062ea22aa446f79088768b5aeb42c9,MAIZE: LOCAL,,16,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,16,kilogram,,Improved variety is too expensive
101011020200,bd062ea22aa446f79088768b5aeb42c9,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
101011020200,bd062ea22aa446f79088768b5aeb42c9,soyabean,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Improved variety is too expensive
101011020200,bd062ea22aa446f79088768b5aeb42c9,sunflower,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
101011020211,dfc01ccdb1df402ea02ece42b6da4859,MAIZE: LOCAL,,9,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,9,kilogram,,Improved variety is too expensive
101011020211,dfc01ccdb1df402ea02ece42b6da4859,SWEET POTATO,,30,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,30,kilogram,,Preference for traditional variety
101011020211,dfc01ccdb1df402ea02ece42b6da4859,sunflower,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive
101011020211,dfc01ccdb1df402ea02ece42b6da4859,nkhwani,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
101011020232,55bd88a435e247a38499356dc01ef67f,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Improved variety is too expensive
101011020232,55bd88a435e247a38499356dc01ef67f,SWEET POTATO,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,kilogram,,Preference for traditional variety
101011020232,55bd88a435e247a38499356dc01ef67f,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,2,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
101011030009,31128106f3094ec3bd6b1cbf15393636,MAIZE: HYBRID RECYCLED,,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,7,kilogram,,Truck / Bus/ Minibus,,0,7500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
101011030009,31128106f3094ec3bd6b1cbf15393636,beans,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,2 KG BAG,,Preference for traditional variety
101011030009,31128106f3094ec3bd6b1cbf15393636,nkhwani,,50,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,gram,,Preference for traditional variety
101011030009,31128106f3094ec3bd6b1cbf15393636,OTHER (SPECIFY),GARLIC,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,10 KG BAG,,Preference for traditional variety
101011030019,1e400f9c55ea41eeac21729659f77ab8,MAIZE: HYBRID RECYCLED,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
101011030019,1e400f9c55ea41eeac21729659f77ab8,SWEET POTATO,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety
101011030019,1e400f9c55ea41eeac21729659f77ab8,beans,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety
101011030029,3477c2d69064427eb335c42cb9cf698d,MAIZE: HYBRID RECYCLED,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,10 KG BAG,,Own Bicycle or Oxcart,,0,10500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
101011030029,3477c2d69064427eb335c42cb9cf698d,SWEET POTATO,,30,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,10 KG BAG,,Preference for traditional variety
101011030029,3477c2d69064427eb335c42cb9cf698d,beans,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,5 KG BAG,,Preference for traditional variety
101011030029,3477c2d69064427eb335c42cb9cf698d,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Preference for traditional variety
101011030029,3477c2d69064427eb335c42cb9cf698d,onion,,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,10 KG BAG,,Preference for traditional variety
101011030039,631c003461c247d8bb3ee7c947f82a14,MAIZE: HYBRID RECYCLED,,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,7,kilogram,,Truck / Bus/ Minibus,,0,7500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
101011030039,631c003461c247d8bb3ee7c947f82a14,SWEET POTATO,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,50 KG BAG,,Preference for traditional variety
101011030039,631c003461c247d8bb3ee7c947f82a14,beans,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,5 KG BAG,,Preference for traditional variety
101011030039,631c003461c247d8bb3ee7c947f82a14,onion,,40,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,40,kilogram,,Preference for traditional variety
101011030050,aaa976a8aa654ffb9ead2b47414f7d35,MAIZE: LOCAL,,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,kilogram,,Improved variety is too expensive
101011030050,aaa976a8aa654ffb9ead2b47414f7d35,beans,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety
101011030050,aaa976a8aa654ffb9ead2b47414f7d35,onion,,100,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,100,kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
101011030060,1c9a57637eb14cb982ce59701ff45e86,MAIZE: LOCAL,,13,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,13,kilogram,,Preference for traditional variety
101011030060,1c9a57637eb14cb982ce59701ff45e86,beans,,9,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,9,kilogram,,Preference for traditional variety
101011030070,a752da93287d4a81bdd5573694bc2325,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
101011030070,a752da93287d4a81bdd5573694bc2325,beans,,12,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,12,kilogram,,Preference for traditional variety
101011030080,84478d9243fd4d5ab454e0fb43860a13,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,10,kilogram,,Truck / Bus/ Minibus,,3000,14000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
101011030080,84478d9243fd4d5ab454e0fb43860a13,beans,,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,kilogram,,Improved variety is too expensive
101011030091,14efef72ed9a4ff7b2df71e2fb469931,MAIZE: LOCAL,,12,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,12,kilogram,,Improved variety is too expensive
101011030091,14efef72ed9a4ff7b2df71e2fb469931,beans,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Preference for traditional variety
101011030101,e7a66a9a76ce46daa8195fc3a0c9f2ef,MAIZE: LOCAL,,2.5,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2500,gram,,Improved variety is too expensive
101011030101,e7a66a9a76ce46daa8195fc3a0c9f2ef,nkhwani,,200,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,200,gram,,Preference for traditional variety
101011030111,347e6a0f17974dcbb27676090cd0d18d,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
101011030111,347e6a0f17974dcbb27676090cd0d18d,beans,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,1,,0,no,,,,Improved variety is too expensive
101011030111,347e6a0f17974dcbb27676090cd0d18d,onion,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,100,gram,,1,,0,no,,,,Improved variety is too expensive
101011030121,7a27e482a5c44b29967ef1f29576a6dd,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
101011030121,7a27e482a5c44b29967ef1f29576a6dd,beans,,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,kilogram,,Improved variety is too expensive
101011030132,e43a31bd6b534b2ea804470e112c119b,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier
101011030132,e43a31bd6b534b2ea804470e112c119b,beans,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
101011030132,e43a31bd6b534b2ea804470e112c119b,OTHER (SPECIFY),GARLIC,30,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,30,kilogram,,Other (Specify)
101011030142,36f89949d50a40f9a7a1d0b8b6956903,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Seed received through the voucher program
101011030142,36f89949d50a40f9a7a1d0b8b6956903,IRISH [MALAWI] POTATO,,2,3,PAIL (LARGE),"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,OTHER (SPECIFY),PAIL (LARGE),Other (Specify)
101011030142,36f89949d50a40f9a7a1d0b8b6956903,beans,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Preference for traditional variety
101011030152,d80a12c4f33b42b4a09d8550299f5f83,MAIZE: HYBRID,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,3,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer
101011030152,d80a12c4f33b42b4a09d8550299f5f83,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
101011030152,d80a12c4f33b42b4a09d8550299f5f83,nkhwani,,50,gram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,yes,50,gram,,Preference for traditional variety
101011030152,d80a12c4f33b42b4a09d8550299f5f83,OTHER (SPECIFY),GARLIC,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,20,kilogram,,Other (Specify)
101011030162,7a6bbe16901844d68aeece49409d6b0c,MAIZE: HYBRID RECYCLED,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Other (Specify)
101011030162,7a6bbe16901844d68aeece49409d6b0c,SWEET POTATO,,1,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,50 KG BAG,,Other (Specify)
101011030162,7a6bbe16901844d68aeece49409d6b0c,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive
101011040011,65756133432d42daa5726b763055cfd1,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety
101011040011,65756133432d42daa5726b763055cfd1,soyabean,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive
101011040021,f2a3b88951344e909aeafdb5c255683a,MAIZE: LOCAL,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,2,,0,no,,,,
101011040032,f400eed29e264fa49662363907672d02,MAIZE: LOCAL,,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,7,kilogram,,3,,0,no,,,,
101011040032,f400eed29e264fa49662363907672d02,beans,,1.5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,3,,0,no,,,,
101011040046,40dcd6e8a88041c09e55c30c1b37bb2a,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,5,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
101011040046,40dcd6e8a88041c09e55c30c1b37bb2a,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
101011040057,dbfad8566e874eb8935491a9af0da618,MAIZE: HYBRID,,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,yes,2,kilogram,,4,,0,no,,,,
101011040057,dbfad8566e874eb8935491a9af0da618,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,2,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
101011040057,dbfad8566e874eb8935491a9af0da618,soyabean,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,20,kilogram,,On Foot,,0,8000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
101011040068,1f3bfebd944e42738e54e6dbf36c527c,MAIZE: HYBRID RECYCLED,,21,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,21,kilogram,,Improved variety is too expensive
101011040068,1f3bfebd944e42738e54e6dbf36c527c,SWEET POTATO,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,50 KG BAG,,1,,0,no,,,,
101011040093,9e989d2cb9154e7cbd99765f37d34c29,MAIZE: HYBRID,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,4,kilogram,,2,,0,no,,,,
101011040093,9e989d2cb9154e7cbd99765f37d34c29,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,2,,0,no,,,,
101011040103,152a2b3f7ec14824839f5977dfd765ce,MAIZE: LOCAL,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,4000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
101011040103,152a2b3f7ec14824839f5977dfd765ce,nkhwani,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
101011040114,57dc37ab79cf4ed1802e7b78c983a5f8,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
101011040114,57dc37ab79cf4ed1802e7b78c983a5f8,sunflower,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
101011040114,57dc37ab79cf4ed1802e7b78c983a5f8,nkhwani,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
101011040125,9601d01ffd4a430296968504916409b1,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,
101011040125,9601d01ffd4a430296968504916409b1,sunflower,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
101011040139,c0d87be3e5d24f87a020184c049999cf,MAIZE: HYBRID,,6,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,6,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
101011040139,c0d87be3e5d24f87a020184c049999cf,soyabean,,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,4,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
101011040150,2177247656d04683b2c5c6c70bc685a2,MAIZE: HYBRID RECYCLED,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,1,,0,no,,,,
101011040150,2177247656d04683b2c5c6c70bc685a2,SWEET POTATO,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,50 KG BAG,,1,,0,no,,,,
101011040160,cff35fad07f2489f8463a2e208a7d0f0,MAIZE: LOCAL,,25,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,yes,25,kilogram,,Preference for traditional variety
101011040171,1a58c153d8d142ddbd8e7bede0fa6abe,MAIZE: HYBRID RECYCLED,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
101011040171,1a58c153d8d142ddbd8e7bede0fa6abe,GROUNDNUT: CHALIMBANA,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive
101011040171,1a58c153d8d142ddbd8e7bede0fa6abe,nkhwani,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Preference for traditional variety
101011040192,dbbf5bfff1294e99b21020baad14034a,MAIZE: HYBRID,,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,20,kilogram,,2,,0,no,,,,
101011040192,dbbf5bfff1294e99b21020baad14034a,GROUNDNUT: CHALIMBANA,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,1,kilogram,,Bicycle Taxi,,1000,400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,
101011040192,dbbf5bfff1294e99b21020baad14034a,PIGEONPEA(NANDOLO),,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Improved variety is too expensive
101011050009,ee70ce43019c45daad1b468ff3b61f51,MAIZE: LOCAL,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Improved variety is too expensive
101011050009,ee70ce43019c45daad1b468ff3b61f51,SWEET POTATO,,3,3,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,50 KG BAG,,Other (Specify)
101011050009,ee70ce43019c45daad1b468ff3b61f51,FINGER MILLET(MAWERE),,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Preference for traditional variety
101011050009,ee70ce43019c45daad1b468ff3b61f51,sunflower,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Preference for traditional variety
101011050009,ee70ce43019c45daad1b468ff3b61f51,nkhwani,,50,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,gram,,Preference for traditional variety
101011050023,f337b1997b7849929d2a7d2c1cba8d1d,MAIZE: HYBRID,,5,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
101011050023,f337b1997b7849929d2a7d2c1cba8d1d,TOBACCO: BURLEY,,5,gram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,gram,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier
101011050023,f337b1997b7849929d2a7d2c1cba8d1d,GROUNDNUT: CG7,,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Other (Specify)
101011050023,f337b1997b7849929d2a7d2c1cba8d1d,beans,,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Other (Specify)
101011050038,de0b25e3e7c545ce90af622ec9039464,MAIZE: HYBRID,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,2,,0,no,,,,Other (Specify)
101011050038,de0b25e3e7c545ce90af622ec9039464,SWEET POTATO,,90,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,90,kilogram,,Preference for traditional variety
101011050038,de0b25e3e7c545ce90af622ec9039464,sunflower,,50,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,gram,,Preference for traditional variety
101011050052,9d812b9f4979431d9f1ddabd9babe54b,MAIZE: LOCAL,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,3,kilogram,,1,,0,no,,,,Improved variety is too expensive
101011050052,9d812b9f4979431d9f1ddabd9babe54b,sunflower,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Preference for traditional variety
101011050067,31b142bf5dd64786ae59e2d877af7628,MAIZE: HYBRID RECYCLED,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,10 KG BAG,,Own Bicycle or Oxcart,,0,8000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
101011050067,31b142bf5dd64786ae59e2d877af7628,GROUNDNUT: CG7,,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,10 KG BAG,,Improved variety is too expensive
101011050067,31b142bf5dd64786ae59e2d877af7628,SWEET POTATO,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,50 KG BAG,,2,3,0,no,,,,Improved variety is too expensive
101011050081,7764873d877d489a8025244ef8a916ea,MAIZE: HYBRID RECYCLED,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,5 KG BAG,,On Foot,,0,7500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety
101011050081,7764873d877d489a8025244ef8a916ea,GROUNDNUT: MANI-PINTAR,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,5 KG BAG,,Preference for traditional variety
101011050081,7764873d877d489a8025244ef8a916ea,nkhwani,,150,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,150,gram,,Improved variety is too expensive
101011050096,2bb461a1e7a441d4b4cbbd26c8f67382,MAIZE: HYBRID RECYCLED,,7,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,7,kilogram,,On Foot,,0,8500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive
101011050096,2bb461a1e7a441d4b4cbbd26c8f67382,GROUNDNUT: MANI-PINTAR,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,3 KG BAG,,Improved variety is too expensive
101011050096,2bb461a1e7a441d4b4cbbd26c8f67382,SWEET POTATO,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,50 KG BAG,,Improved variety is too expensive
101011050096,2bb461a1e7a441d4b4cbbd26c8f67382,nkhwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101011050110,6720ef84747f43a99dd20163767379e0,MAIZE: LOCAL,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,3 KG BAG,,Preference for traditional variety
101011050110,6720ef84747f43a99dd20163767379e0,MAIZE: HYBRID RECYCLED,,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,2 KG BAG,,3,,0,no,,,,Preference for traditional variety
101011050110,6720ef84747f43a99dd20163767379e0,SWEET POTATO,,.5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety
101011050110,6720ef84747f43a99dd20163767379e0,soyabean,,3,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,,no,,,,,,,no,,,,Seed received through the voucher program
101011050110,6720ef84747f43a99dd20163767379e0,nkhwani,,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,gram,,Preference for traditional variety
