case_id,hhid,crop_code,ag_n01a,ag_n01b,ag_n01b_oth,ag_n02,ag_n03,ag_n04,ag_n06a,ag_n06b,ag_n07a,ag_n07b,ag_n07b_oth,ag_n08,ag_n08_oth,ag_n09,ag_n10,ag_n11,ag_n12,ag_n13,ag_n14a,ag_n14b,ag_n37,ag_n38a,ag_n38b,ag_n38b_oth,ag_n39a,ag_n39b,ag_n40,ag_n41,ag_n42a,ag_n42b,ag_n42b_oth,ag_n43,ag_n43_oth
206043900115,7107473eb6bf4d8b84be46545dafbf59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206043910090,1f7e249702d34058bef303d18d56bc5a,tomato,50,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,50,gram,,Own Bicycle or Oxcart,,0,1600,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,MAIZE HYBRID RECYCLED,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Other (Specify),
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,tanaposi,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,10,gram,,On Foot,,0,200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
206043910226,1b06ac75723a47828f08b27b1b49041c,tanaposi,1,gram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,gram,,On Foot,,0,150,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
206043910226,1b06ac75723a47828f08b27b1b49041c,nkhwani,1,other,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
206063950036,b08d86ccb8fc481c9b21771d21f46dab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206063950053,74ac196f18594dbbaa1981bc4d36aab8,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Other (Specify),EARLY MATURITY
206063950053,74ac196f18594dbbaa1981bc4d36aab8,nkhwani,1,other,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
206063950071,3c2f3cffd425452c95f06cc2996278df,maize,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive,
206063950071,3c2f3cffd425452c95f06cc2996278df,nkhwani,10,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
206063950160,fad9403e3f8b42d1b568a9b51b24c62b,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,kilogram,,Bicycle Taxi,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206063950160,fad9403e3f8b42d1b568a9b51b24c62b,nkhwani,25,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,25,ram,,Preference for traditional variety,
206063950196,20a7ecff92dd42fdbcc9872f6c5982d1,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Other (Specify),EARLY MATURITY
206063950196,20a7ecff92dd42fdbcc9872f6c5982d1,nkhwani,1,other,CUP,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),CUP,Preference for traditional variety,
206063950231,07ddf6da55624c37a2e04c32f2f7020d,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Other (Specify),EARLY MATURITY
206063950231,07ddf6da55624c37a2e04c32f2f7020d,nkhwani,1,other,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
206073960010,f1cf9b02ecdb492b8fc33fdf98c9da8e,SUGAR CANE,300,other,STALKS,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,300,OTHER (SPECIFY),STALKS,Preference for traditional variety,
206073960040,60cf0b2bd5dd4307a9d88cbf1682f474,SUGAR CANE,100,other,STALKS,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,OTHER (SPECIFY),STALKS,Preference for traditional variety,
206073970061,be2deb7906c547a68a9e802183bda4de,OTHER (SPECIFY),3,gram,,"YES, THE FIGURES MATCHED",no,yes,4,,3,gram,,On Foot,,200,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206083980013,171199f8e2db41059e33d89c69f43d5a,MAIZE HYBRID,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,2 KG BAG,,Advice from fellow farmer,
206093990082,a93d7f2016ac47238ae5d1d5750fde44,nkhwani,1,other,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
206093990082,a93d7f2016ac47238ae5d1d5750fde44,OTHER (SPECIFY),1,other,BOTTLE TOPS,"YES, THE FIGURES MATCHED",no,yes,5,,1,OTHER (SPECIFY),,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),HIGH YIELDING
206093990181,95a3c33067f24d5ca8f687a36cdcc676,maize,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,3 KG BAG,,1,,0,no,,,,Improved variety is too expensive,
206093990247,508f9c94f83546559799e6b40e0a8aed,tomato,150,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,150,gram,,On Foot,,0,250,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206104010022,fd8d67f8b1c546babf13fd68cb26febe,maize,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206104010022,fd8d67f8b1c546babf13fd68cb26febe,nkhwani,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,ram,,Preference for traditional variety,
206104010044,5f894c2f6fd840679e743d6852fb4ba7,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,0,400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
206104010156,57f7f1ca630e4ce8860651d403f4e232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206104010201,8eee0e0016f74f92857bf7363b1f34e8,IRISH [MALAWI] POTATO,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,Truck / Bus/ Minibus,,500,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206104010201,8eee0e0016f74f92857bf7363b1f34e8,tanaposi,100,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,100,gram,,Truck / Bus/ Minibus,,500,150,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206104010224,cc424e88f4324750b8112c71947261b8,IRISH [MALAWI] POTATO,6,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,10,kilogram,,2,,0,no,,,,Preference for traditional variety,
206104010313,1953222ba1714c4c91343731c4700c06,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206104010380,4e8ef3647dbf43f686f028b0a3eae9fb,tanaposi,1,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Other (Specify),
206104010380,4e8ef3647dbf43f686f028b0a3eae9fb,tomato,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Other (Specify),
206104010402,93ceb680b5054af3b453bc2163f27d79,tomato,3,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,3,gram,,Truck / Bus/ Minibus,,1500,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206124030251,9d2a188d4fb244ec898c885d23269bcd,tomato,25,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,25,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),HIGH YIELDING
206124030377,1ef958bcd5d9490da5f862d73af12b19,tanaposi,25,gram,,"YES, THE FIGURES MATCHED",no,yes,9,,25,gram,,Truck / Bus/ Minibus,,400,1100,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206124030377,1ef958bcd5d9490da5f862d73af12b19,OTHER (SPECIFY),50,gram,,"YES, THE FIGURES MATCHED",no,yes,9,,50,gram,,Truck / Bus/ Minibus,,400,2200,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
206124030426,2100bfaab9924dd48bc133ef70a12459,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,7,,1,2 KG BAG,,On Foot,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),
206124030451,1c2ea1e171794a3d8c2c723f5228241e,maize,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,3,,0,no,,,,Other (Specify),
206124030451,1c2ea1e171794a3d8c2c723f5228241e,nkhwani,100,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,100,ram,,Preference for traditional variety,
206124030526,b38d35cd11cf425082aa9b6ed7ec7eff,nkhwani,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,2,,0,no,,,,Preference for traditional variety,
206124030526,b38d35cd11cf425082aa9b6ed7ec7eff,OTHER (SPECIFY),350,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,350,gram,,On Foot,,0,350,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
206144050064,70e3347b9cd848cda684b10b9a5fe6d8,SWEET POTATO,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,50,kilogram,,Improved variety is too expensive,
206144060166,dd6ce0237faf405998034db62c50884d,SUGAR CANE,200,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,200,gram,,3,,0,no,,,,Improved variety is too expensive,
206144060187,3e9185cd1527440baf086e3b42506322,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,Own Bicycle or Oxcart,,0,3500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
206144060187,3e9185cd1527440baf086e3b42506322,soyabean,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
206144060187,3e9185cd1527440baf086e3b42506322,nkhwani,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,ram,,Preference for traditional variety,
206144060208,8c4021ed4f1b4aaebef0f5ac465c8f22,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Improved variety is too expensive,
206154070010,edfeaed461d34050b16b46d2f58721bb,tomato,400,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,400,gram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),HIGH YIELDING
206154070071,3416e6c389f9475e920cf54b2b656e77,nkhwani,1,other,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
206154070104,c22757f660bb4c3399f1c464f9f18069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206154070136,59a1158a00e34ecdb7004bdb93c9b1f8,MAIZE HYBRID,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Advice from fellow farmer,
206154070185,fdf43060cab146cb8533e12f9c7bed74,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,1,,0,no,,,,Improved variety is too expensive,
206154070185,fdf43060cab146cb8533e12f9c7bed74,nkhwani,15,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,15,gram,,1,,0,no,,,,Preference for traditional variety,
206154070195,e071193494f9402b9bf62088b06a4dc7,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
206154070214,27522924860a4e2385b634b084b4412b,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
206154070214,27522924860a4e2385b634b084b4412b,nkhwani,500,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,no,,,,Preference for traditional variety,
206154080032,11c70dd1e24745528cfc7ff97f305b81,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Preference for traditional variety,
206154090266,4e3e1663793b4efbb32fc182711a3299,maize,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,1,kilogram,,5,,0,no,,,,Improved variety is too expensive,
207014110013,4a0e3985affd4b9ba1d2a45689f64296,MAIZE HYBRID RECYCLED,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
207014110041,32a7b2da797a47989a97487d43e30cc4,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,,,5,kilogram,,Own Bicycle or Oxcart,,0,7500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
207014110041,32a7b2da797a47989a97487d43e30cc4,nkhwani,2,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,ram,,Preference for traditional variety,
207014110127,e1ede88e6fad4f9eafaf9edd4cba37ed,MAIZE HYBRID RECYCLED,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Advice from fellow farmer,
207024130056,1c23984449dc496b93d6e8c756b9c745,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive,
207024130056,1c23984449dc496b93d6e8c756b9c745,nkhwani,20,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,20,ram,,Improved variety is too expensive,
207024130056,1c23984449dc496b93d6e8c756b9c745,peas,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,kilogram,,Improved variety is too expensive,
207024130116,237c35def50442e985af7d1fd2691a6d,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Other (Specify),EARLY MATURITY
207024130116,237c35def50442e985af7d1fd2691a6d,nkhwani,1,other,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Other (Specify),
207024130257,e85e5525aacb420ea12a4e94bcac2508,OTHER (SPECIFY),3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,3,kilogram,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer,
207024140274,d81c27082be94ac78c80c792ee2fe08f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207024140448,97a46aa2ad68407c93cea121b95fc1d4,MAIZE HYBRID,7,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,7,kilogram,,Other (Specify),HIGH YIELDING
207024140448,97a46aa2ad68407c93cea121b95fc1d4,nkhwani,2,other,CUP,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,OTHER (SPECIFY),CUP,Preference for traditional variety,
207024160038,811ff4fb1ae049398274ca7fda88f272,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,2 KG BAG,,4,,0,no,,,,Advice from fellow farmer,
207024160327,c873a424d2a04990a634aeb255e892e2,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,Bicycle Taxi,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
207024160365,c99f336c98e447f2b9c8ddd1f8ee6d6c,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,kilogram,,On Foot,,0,800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
207024170101,15965d2411f94df7a911308376185d79,MAIZE HYBRID,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,Bicycle Taxi,,600,2750,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from input supplier,
207024170192,fc2bb1e4870a46deb2b9a7f4d3222bf6,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,kilogram,,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
207024170192,fc2bb1e4870a46deb2b9a7f4d3222bf6,nkhwani,10,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,ram,,Improved variety is too expensive,
207024170253,f09865ca86824e53bf16054117b98f4a,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Other (Specify),EARLY MATURITY
207024170253,f09865ca86824e53bf16054117b98f4a,nkhwani,1,other,CUP,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),CUP,Other (Specify),
207034180018,e723e1167dda4e9cb75211828f5aaf07,MAIZE HYBRID,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,4,kilogram,,Other (Specify),HIGH YIELDING
207034180018,e723e1167dda4e9cb75211828f5aaf07,nkhwani,1,other,TINA,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),TINA,Preference for traditional variety,
207034180109,49c79e918eb4465ab54a8d49b8ab6b70,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Other (Specify),EARLY MATURITY
207034180109,49c79e918eb4465ab54a8d49b8ab6b70,nkhwani,1,other,CUP,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),CUP,Preference for traditional variety,
207034180163,3760f6082ad048a3881ddf20f3bc12c1,MAIZE HYBRID RECYCLED,3,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,3,kilogram,,3,,0,no,,,,Improved variety is too expensive,
207034180163,3760f6082ad048a3881ddf20f3bc12c1,nkhwani,20,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,20,gram,,4,,0,no,,,,Advice from fellow farmer,
207034180272,1286c3ae20694d90a04d8ce69e2c5485,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Improved variety is too expensive,
207034180272,1286c3ae20694d90a04d8ce69e2c5485,nkhwani,5,gram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,gram,,On Foot,,0,20,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
207034210201,c20b5e0cd8ab4d90adf29b7b98a3f815,MAIZE COMPOSITE/OPV,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
207034220018,97e60635751b4e4190306c452eeac776,nkhwani,25,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,25,ram,,Preference for traditional variety,
207034220018,97e60635751b4e4190306c452eeac776,onion,20,gram,,"YES, THE FIGURES MATCHED",no,yes,5,,20,gram,,On Foot,,0,500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
207034220027,fb25ca6c164a47c990344b6e8a712fe5,tanaposi,100,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,100,gram,,Bicycle Taxi,,200,250,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
207034220027,fb25ca6c164a47c990344b6e8a712fe5,nkhwani,5,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,gram,,Bicycle Taxi,,200,10,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
207034220046,3b519f33b4174275a0cb64fee8da38ad,maize,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,15,kilogram,,Improved variety is too expensive,
207034220055,c49d3080b6ce4985aedd32deacdc5f93,beans,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,Own Bicycle or Oxcart,,0,1050,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
207034220055,c49d3080b6ce4985aedd32deacdc5f93,tanaposi,10,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,gram,,Own Bicycle or Oxcart,,0,560,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
207034220055,c49d3080b6ce4985aedd32deacdc5f93,nkhwani,10,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,gram,,Own Bicycle or Oxcart,,0,300,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
207034220055,c49d3080b6ce4985aedd32deacdc5f93,tomato,20,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,20,gram,,Own Bicycle or Oxcart,,0,1150,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
207034220055,c49d3080b6ce4985aedd32deacdc5f93,onion,30,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,30,gram,,Own Bicycle or Oxcart,,0,1800,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from extension officer,
207034220064,89af08378d3a46b2902bdd8d8d8228b3,MAIZE HYBRID RECYCLED,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,yes,2,kilogram,,9,,0,no,,,,Advice from fellow farmer,
207034220083,e2283e2a924348b89bdf84180934d19d,maize,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,2,kilogram,,Bicycle Taxi,,200,400,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Improved variety is too expensive,
207034220156,074ce2055c0142908edf1fcb26209e9e,maize,8,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,8,kilogram,,Improved variety is too expensive,
207034220156,074ce2055c0142908edf1fcb26209e9e,nkhwani,5,gram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,ram,,Preference for traditional variety,
207034220165,ba23e57e6009440291a89bfc39916608,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,kilogram,,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
207034220174,66ddddad2607410a922bcc3946aa70a9,beans,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,kilogram,,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,,yes,3,kilogram,,3,,0,no,,,,Advice from fellow farmer,
207044230054,3ab7d869132a44a2af2a868943c67c85,MAIZE HYBRID,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Other (Specify),EARLY MATURITY
207044230054,3ab7d869132a44a2af2a868943c67c85,nkhwani,1,other,CUP,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),CUP,Other (Specify),
207044230112,5fe38d7eb3c747cdba0dc8dc224509db,MAIZE HYBRID,4,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,3,kilogram,,Other (Specify),EARLY MATURITY
207044230112,5fe38d7eb3c747cdba0dc8dc224509db,nkhwani,1,other,CUP,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,1,OTHER (SPECIFY),CUP,Other (Specify),
207044230433,393f32dc4cbb44629e63ca2f0803625c,MAIZE HYBRID,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,8,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
207044240190,a01a9ddd641d41609952723098697289,maize,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,10,kilogram,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
207044240275,b32c88733681483d9d91899ca97dd66f,maize,15,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,15,kilogram,,Own Bicycle or Oxcart,,0,8000,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Advice from fellow farmer,
207044240358,afa71e3aa75547e4942e181d4f332d9f,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,,no,,,,,,,no,,,,Preference for traditional variety,
207044250060,9a67bc9d99714acdb7e1fe3491d6df3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207044260106,276b8a5394e94ee1b30e5b1738b69c16,MAIZE HYBRID,2,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,2,kilogram,,Other (Specify),EARLY MATURITY
207044260137,b402ab297b63446dadeff185a72b5909,MAIZE HYBRID RECYCLED,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,10,kilogram,,Improved variety is too expensive,
207044260152,fda0f21d9b484ff6b86f18e3f5060a69,maize,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,,no,,,,,,,yes,5,kilogram,,Improved variety is too expensive,
