"PASSAGE","GRAPPE","MENAGE","EXTENSION","AS02AQA","AS01Q01","AS01Q03","AS02AQ04","AS02AQ05","AS02AQ06A","AS02AQ06B","AS02AQ06C","AS02AQ06D","AS02AQ07A","AS02AQ07B","AS02AQ07C","AS02AQ07D","AS02AQB","AS02AQ01_02","AS02AQ03_02","AS02AQ08","AS02AQ09A","AS02AQ09B","AS02AQ09C","AS02AQ10A","AS02AQ10B","AS02AQ10C","AS02AQ11A","AS02AQ11B","AS02AQ11C","AS02AQ12A","AS02AQ12B","AS02AQ12C","AS02AQC","AS02AQ01_03","AS02AQ03_03","AS02AQ13A","AS02AQ13B","AS02AQ13C","AS02AQ14A","AS02AQ14B","AS02AQ14C","AS02AQ15A","AS02AQ15B","AS02AQ15C","AS02AQ16A","AS02AQ16B","AS02AQ16C","AS02AQD","AS02AQ01_04","AS02AQ03_04","AS02AQ17A","AS02AQ17B","AS02AQ18A","AS02AQ18B","AS02AQ19A","AS02AQ19B","AS02AQ20A","AS02AQ20B","AS02AQ21A","AS02AQ21B","AS02AQ22A","AS02AQ22B","AS02AQE","AS02AQ01_05","AS02AQ03_05","AS02AQ23A","AS02AQ23B","AS02AQ23C","AS02AQ23D","AS02AQ23E","AS02AQ24A","AS02AQ24B","AS02AQ24C","AS02AQ24D","AS02AQ24E","AS02AQ25","AS02AQ26","AS02AQ27","AS02AQ28","PrimaryLast"
1,58,10,0,1,1,1,1,15000,1,4,40,2,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,58,10,0,2,2,1,1,9792,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,1,3,9,2,2,1,1,10,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,58,10,0,3,3,1,1,13840,1,4,30,2,2,,,,3,3,1,1,2,,,1,7,1,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,6,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,58,10,0,4,4,1,1,1865,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,3,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,58,11,0,1,1,1,1,1000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,58,11,0,2,2,1,1,2000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,0,90,,,,,,,,,,2,2,1,2,,,,,1,4,0,0,2000,2,,2,,1
1,58,12,0,1,1,1,1,11613,1,1,200,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,1,26,0,0,65000,2,,2,,1
1,58,13,0,1,1,1,1,13137,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,5,10,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,58,13,0,2,2,1,1,47609,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,6,20,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,58,13,0,3,3,1,1,20000,2,,,,2,,,,3,3,1,1,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,5,10,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,58,13,0,4,4,1,1,10000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,6,10,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,58,14,0,1,1,1,1,22217,1,1,30,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,1,1,0,0,6000,2,,,,,2,,2,,1
1,58,14,0,2,2,1,1,21452,1,1,20,1,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,5,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,58,14,0,3,3,1,1,13375,1,1,10,1,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,1,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,58,15,0,1,1,1,1,3724,1,4,50,4,2,,,,1,1,1,2,1,1,2,1,1,2,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,58,15,0,2,2,1,1,53521,2,,,,2,,,,2,2,1,2,1,1,2,1,1,2,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,58,16,0,1,1,1,1,5000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,58,16,0,2,2,1,1,10450,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,58,16,0,3,3,1,1,5000,1,4,20,1,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,7,90,,,,,,,,,,3,3,1,1,1,0,0,2500,2,,,,,2,,2,,1
1,58,17,0,1,1,1,1,10796,1,1,60,1,2,,,,1,1,1,2,2,,,2,,,1,1,2,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,1,6,0,0,6000,2,,2,,1
1,58,17,0,2,2,1,1,20000,2,,,,2,,,,2,2,1,2,2,,,2,,,1,1,2,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,3,90,,,,,,,,,,2,2,1,2,,,,,1,2,0,0,3000,2,,2,,1
1,58,17,0,3,3,1,1,20000,2,,,,2,,,,3,3,1,2,2,,,2,,,1,1,2,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,2,90,,,,,,,,,,3,3,1,2,,,,,1,2,0,0,3000,2,,2,,1
1,58,17,0,4,4,1,1,35000,2,,,,2,,,,4,4,1,2,2,,,2,,,1,1,2,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,1,90,,,,,,,,,,4,4,1,2,,,,,1,5,0,0,5000,2,,2,,1
1,58,18,0,1,1,1,1,24852,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,1,0,1,1,1,1,23184,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,1,0,2,2,1,1,3461,1,4,10,1,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,0,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,1,0,3,3,1,1,40000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,5,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,1,0,4,4,1,1,10000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,2,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,59,2,0,1,1,1,1,6967,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,6,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,2,0,2,1,2,1,5000,2,,,,2,,,,2,1,2,1,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,2,,,2,1,2,6,1,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,59,2,0,3,2,1,1,8465,2,,,,2,,,,3,2,1,1,2,,,2,,,2,,,2,,,3,2,1,2,,,2,,,2,,,2,,,3,2,1,1,7,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,2,,2,,1
1,59,2,0,4,3,1,1,20000,2,,,,2,,,,4,3,1,1,2,,,2,,,2,,,2,,,4,3,1,2,,,2,,,2,,,2,,,4,3,1,1,1,90,,,,,,,,,,4,3,1,2,,,,,2,,,,,2,,2,,1
1,59,2,0,5,4,1,1,5000,2,,,,2,,,,5,4,1,1,2,,,2,,,2,,,2,,,5,4,1,2,,,2,,,2,,,2,,,5,4,1,2,2,90,,,,,,,,,,5,4,1,2,,,,,2,,,,,2,,2,,1
1,59,3,0,1,1,1,1,5672,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,3,0,2,2,1,1,6056,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,3,10,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,3,0,3,3,1,1,15000,2,,,,2,,,,3,3,1,1,1,3,1,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,3,10,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,4,0,1,1,1,1,6702,1,4,32,2,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,4,0,2,2,1,1,7856,1,4,9,2,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,3,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,4,0,3,3,1,1,35000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,21,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,4,0,4,4,1,1,5000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,0,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,59,5,0,1,1,1,1,30000,1,1,15,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,4,90,,,,,,,,,,1,1,1,1,1,0,0,1750,2,,,,,2,,2,,1
1,59,5,0,2,2,1,1,2500,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,6,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,5,0,3,3,1,1,5487,1,1,15,1,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,2,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,6,0,1,1,1,1,60000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,1,1,0,0,3500,2,,,,,2,,2,,1
1,59,6,0,2,2,1,1,39356,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,10,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,6,0,3,3,1,1,30000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,10,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,7,0,1,1,1,1,11174,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,7,0,2,2,1,1,10000,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,4,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,7,0,3,3,1,1,10000,2,,,,2,,,,3,3,1,1,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,7,6,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,8,0,1,1,1,1,22486,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,5,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,8,0,2,2,1,2,,,,,,,,,,2,2,1,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,1
1,59,8,0,3,3,1,1,20000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,5,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,8,0,4,4,1,1,30000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,5,90,,,,,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,59,8,0,5,5,1,1,20000,2,,,,2,,,,5,5,1,2,2,,,2,,,2,,,2,,,5,5,1,2,,,2,,,2,,,2,,,5,5,1,1,5,90,,,,,,,,,,5,5,1,1,1,0,0,3500,2,,,,,2,,2,,1
1,59,9,0,1,1,1,1,6191,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,2,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,9,0,2,2,1,1,7213,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,4,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,9,0,3,3,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,1
1,59,9,0,4,4,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,1
1,59,9,0,5,5,1,2,,,,,,,,,,5,5,1,,,,,,,,,,,,,,5,5,1,,,,,,,,,,,,,5,5,1,,,,,,,,,,,,,5,5,1,,,,,,,,,,,,,,,1
1,59,10,0,1,1,1,1,19279,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,1,2,1,1,1,1,1,7,90,,,,,,,,,,1,1,1,1,18,0,0,4250,2,,,,,2,,2,,1
1,59,10,0,2,1,2,1,2000,2,,,,2,,,,2,1,2,1,2,,,2,,,2,,,2,,,2,1,2,2,,,2,,,2,,,1,1,1,2,1,2,1,9,90,,,,,,,,,,2,1,2,2,,,,,2,,,,,2,,2,,1
1,59,10,0,3,2,1,1,30000,2,,,,2,,,,3,2,1,1,2,,,2,,,2,,,2,,,3,2,1,2,,,2,,,2,,,1,1,1,3,2,1,1,6,90,,,,,,,,,,3,2,1,2,,,,,2,,,,,2,,2,,1
1,59,10,0,4,3,1,1,20000,2,,,,2,,,,4,3,1,2,2,,,2,,,2,,,2,,,4,3,1,2,,,2,,,2,,,2,,,4,3,1,1,0,90,,,,,,,,,,4,3,1,2,,,,,2,,,,,2,,2,,1
1,59,10,0,5,3,2,1,2000,2,,,,2,,,,5,3,2,2,2,,,2,,,2,,,2,,,5,3,2,2,,,2,,,2,,,2,,,5,3,2,1,0,90,,,,,,,,,,5,3,2,2,,,,,2,,,,,2,,2,,1
1,59,11,0,1,1,1,1,13491,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,11,0,2,2,1,1,10000,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,6,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,12,0,1,1,1,1,28717,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,10,90,,,,,,,,,,1,1,1,1,1,0,0,4750,2,,,,,2,,2,,1
1,59,12,0,2,2,1,1,20000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,12,0,3,3,1,1,15117,1,1,90,1,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,5,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,14,0,1,1,1,1,23893,1,1,25,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,5,3,90,,,,,,,,,,1,1,1,1,1,0,0,6250,2,,,,,2,,2,,1
1,59,14,0,2,2,1,1,20000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,5,3,90,,,,,,,,,,2,2,1,1,1,0,0,9000,2,,,,,2,,2,,1
1,59,14,0,3,3,1,1,30000,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,5,3,90,,,,,,,,,,3,3,1,1,1,0,0,2500,2,,,,,2,,2,,1
1,59,14,0,4,4,1,1,30000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,5,2,90,,,,,,,,,,4,4,1,1,1,0,0,1000,2,,,,,2,,2,,1
1,59,15,0,1,1,1,1,48976,1,3,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,11,3,10,3,6,3,5,3,90,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,15,0,2,2,1,1,15000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,11,1,10,1,6,1,5,1,90,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,15,0,3,3,1,1,62916,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,11,6,10,6,6,6,5,6,90,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,15,0,4,4,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,1
1,59,16,0,1,1,1,1,13350,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,1,1,9,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,1,1,0,0,500,2,,2,,1
1,59,16,0,2,2,1,1,15000,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,1,1,9,2,2,1,1,0,90,,,,,,,,,,2,2,1,2,,,,,1,1,0,0,1000,2,,2,,1
1,59,16,0,3,3,1,1,10000,2,,,,2,,,,3,3,1,1,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,1,1,9,3,3,1,1,0,90,,,,,,,,,,3,3,1,2,,,,,1,1,0,0,1000,2,,2,,1
1,59,16,0,4,4,1,1,5000,2,,,,2,,,,4,4,1,1,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,1,1,9,4,4,1,1,0,90,,,,,,,,,,4,4,1,2,,,,,1,1,0,0,500,2,,2,,1
1,59,16,0,5,4,2,1,1000,2,,,,2,,,,5,4,2,2,2,,,2,,,2,,,2,,,5,4,2,2,,,2,,,2,,,2,,,5,4,2,1,0,90,,,,,,,,,,5,4,2,2,,,,,1,1,0,0,500,2,,2,,1
1,59,17,0,1,1,1,1,10000,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,7,7,90,,,,,,,,,,1,1,1,1,1,0,0,5000,2,,,,,2,,2,,1
1,59,17,0,2,2,1,1,10000,2,,,,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,7,4,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,59,17,0,3,3,1,1,27032,2,,,,2,,,,3,3,1,1,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,7,4,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,59,18,0,1,1,1,1,14540,1,1,25,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,4,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,59,18,0,2,2,1,1,15000,2,,,,2,,,,2,2,1,2,2,,,2,,,1,2,1,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,2,10,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,60,1,0,1,1,1,1,3882,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,5,1,4,1,90,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,60,1,0,2,2,1,1,6416,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,1,5,1,4,1,90,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,60,1,0,3,3,1,1,12905,2,,,,2,,,,3,3,1,2,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,1,5,1,4,1,90,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,60,1,0,4,4,1,1,20000,2,,,,2,,,,4,4,1,2,2,,,2,,,2,,,2,,,4,4,1,2,,,2,,,2,,,2,,,4,4,1,1,1,5,1,4,1,90,,,,,,4,4,1,2,,,,,2,,,,,2,,2,,1
1,60,2,0,1,1,1,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1
1,60,2,0,2,2,1,2,,,,,,,,,,2,2,1,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,1
1,60,2,0,3,3,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,1
1,60,2,0,4,4,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,1
1,60,2,0,5,5,1,1,5000,2,,,,2,,,,5,5,1,2,2,,,2,,,2,,,2,,,5,5,1,2,,,2,,,2,,,2,,,5,5,1,1,1,90,,,,,,,,,,5,5,1,2,,,,,2,,,,,2,,2,,1
1,60,3,0,1,1,1,1,10000,1,4,50,4,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,0,90,,,,,,,,,,1,1,1,2,,,,,1,9,0,0,13500,2,,2,,1
1,60,3,0,2,2,1,1,10000,1,4,50,4,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,0,90,,,,,,,,,,2,2,1,2,,,,,1,9,0,0,13500,2,,2,,1
1,60,4,0,1,1,1,1,10948,1,1,15,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,7,90,,,,,,,,,,1,1,1,1,1,0,0,2500,2,,,,,2,,2,,1
1,60,4,0,2,2,1,1,29519,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,7,90,,,,,,,,,,2,2,1,1,1,0,0,3000,2,,,,,2,,2,,1
1,60,5,0,1,1,1,1,21183,1,1,4,1,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,14,90,,,,,,,,,,1,1,1,1,1,0,0,2000,2,,,,,2,,2,,1
1,60,5,0,2,2,1,1,4592,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,18,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,60,6,0,1,1,1,1,20000,2,,,,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,5,7,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,60,6,0,2,2,1,1,20000,2,,,,2,,,,2,2,1,2,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,5,7,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,60,7,0,1,1,1,1,15000,2,,,,2,,,,1,1,1,1,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,2,4,2,90,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
1,60,7,0,2,2,1,1,7812,1,1,35,4,2,,,,2,2,1,1,2,,,2,,,2,,,2,,,2,2,1,2,,,2,,,2,,,2,,,2,2,1,1,0,90,,,,,,,,,,2,2,1,2,,,,,2,,,,,2,,2,,1
1,60,7,0,3,3,1,1,20000,2,,,,2,,,,3,3,1,1,2,,,2,,,2,,,2,,,3,3,1,2,,,2,,,2,,,2,,,3,3,1,1,10,90,,,,,,,,,,3,3,1,2,,,,,2,,,,,2,,2,,1
1,60,7,2,1,1,1,1,10000,1,4,20,4,2,,,,1,1,1,2,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,1,1,1,1,1,90,,,,,,,,,,1,1,1,2,,,,,2,,,,,2,,2,,1
